Article Title,Article Description,Article Author,Article Link,Article Image
NEW-HOME SALES DROP IN JUNE,"Sales of new single‐family homes in June were at a seasonally adjusted annual rate of 676,000, according to estimates released by the Census Bureau and the Department of Housing and Urban Development. This is 6.6% below the revised May rate of 724,000 and 19.4% below the June 2020 estimate of 839,000.",No Author name,https://www.builderonline.com/data-analysis/new-home-sales-drop-in-june_o,https://cdnassets.hw.net/dims4/GG/bf091f2/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F0b%2Ffa%2F2cc0dd6a4205bd00d41ea206d6c9%2Fadobestock-264343706.jpeg
JUNE NEW HOME PSI SHOWS SEASONALITY HAS RETURNED TO THE MARKET,"Zonda’s New Home Pending Sales Index (PSI)—a residential real estate indicator based on the number of new-home sales contracts signed across the country—came in at 147.1 for June, showing a 2.4% year-over-year increase and 0.8% month-over-month growth.",Symone Strong,https://www.builderonline.com/data-analysis/june-new-home-psi-shows-seasonality-has-returned-to-the-market_o,https://cdnassets.hw.net/dims4/GG/8ebbe89/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F5b%2F9b%2Fce50ef074fd395ae2407a0d5d383%2Fchart-increase.jpg
"EXISTING HOME SALES RISE 1.4% FROM MAY TO JUNE, BREAKING FOUR MONTHS OF DECLINES","Total existing home sales rose by 1.4% on a seasonally adjusted rate from May to June, according to the latest report from the National Association of Realtors. This ends a four-month streak of negative home sales growth month to month at the national level. Year over year, sales have risen 22.9% to a seasonally adjusted annual rate of 5.86 million. This total includes single-family homes as well as condominiums, co-ops, and townhomes.",Mary Salmonsen,https://www.builderonline.com/data-analysis/existing-home-sales-rise-1-4-from-may-to-june-breaking-four-months-of-declines_o,https://cdnassets.hw.net/dims4/GG/3d2679d/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F5a%2F25%2F545ba41345e4925fe3383c666840%2Fproxy-12.jpg
PHOENIX HOUSING DEMAND REMAINS STRONG EVEN AS PRICES CONTINUE TO CLIMB,"Phoenix has generally been considered one of the most affordable large metropolitan areas to live in the U.S., but the landscape is shifting significantly. Record demand fueled by the large millennial cohort entering prime home buying age, in-migration patterns from more expensive cities, and historically low interest rates are having a serious effect on housing costs in Phoenix.",Steven Hensley,https://www.builderonline.com/data-analysis/phoenix-housing-demand-remains-strong-even-as-prices-continue-to-climb_o,https://cdnassets.hw.net/dims4/GG/569d53b/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F81%2F36%2F0994d7584ea6b20eae6cf1ea1cdd%2Fadobestock-195758114.jpeg
NEW-HOME MORTGAGE APPLICATIONS DECREASED 23.8% IN JUNE,"For the month of June, the Mortgage Bankers Association’s (MBA) Builder Application Survey (BAS) shows mortgage applications for new-home purchases decreased 23.8% year over year. When compared with May, applications decreased by 3%, but that does not include any adjustments for typical seasonal patterns.",No Author name,https://www.builderonline.com/data-analysis/new-home-mortgage-applications-decreased-23-8-in-june_o,https://cdnassets.hw.net/dims4/GG/f4f6f16/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2Fcd%2F6d%2F62372b344ec6b230c08a39bf48b5%2Fadobestock-60245643.jpeg
"SINGLE-FAMILY STARTS INCREASE IN JUNE, WHILE PERMITS DECREASE","According to the latest new residential construction statistics from the U.S. Census Bureau and the Department of Housing and Urban Development, privately owned housing starts in June were at a seasonally adjusted annual rate of 1,643,000, which is 6.3% above the revised May estimate of 1,546,000 and 29.1% above the June 2020 rate of 1,273,000.",No Author name,https://www.builderonline.com/data-analysis/single-family-starts-increase-in-june-while-permits-decrease_o,https://cdnassets.hw.net/dims4/GG/4638cec/2147483647/resize/300x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F39%2F52%2F3f033f7d4cb098699e56d06387c0%2Fcapture.PNG
NAHB/WELLS FARGO HOUSING MARKET INDEX SLIPS DOWN TO 80 IN JULY,"The NAHB/Wells Fargo Housing Market Index—a measure of builder confidence in the newly built single-family home market—shifted down one point to 80 in July, continuing a trend of record-high confidence on a slow decline.",Mary Salmonsen,https://www.builderonline.com/data-analysis/nahb-wells-fargo-housing-market-index-slips-down-to-80-in-july_o,https://cdnassets.hw.net/dims4/GG/313f63f/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F60%2Ffd%2F73e710e14d5990695333b1352890%2Fproxy-25.jpg
THE 2021 NORTH TEXAS LAND RUSH,"The shift in home buyer behavior during the COVID-19 pandemic caught everyone by surprise, with demand surging far faster than the industry could keep up. Shortages have been the story over the past year with bottlenecks throughout the supply chain. Lot supply fell to a record low of 15.6 months for the Dallas-Fort Worth region by the end of March. The top submarkets of North Fort Worth, Denton County, Kaufman County, and Frisco among others have even tighter lot supplies ranging from eight to 13 months. With the lot supply falling, actively selling home builder projects dropped 26% in the past year. Builders have taken to a strategy of capping sales in an attempt to align production capacity and lot supply with the demand. As a result, 2021 has become ""the year of the lot gap out."" Is any relief on the way?",David Brown,https://www.builderonline.com/data-analysis/the-2021-north-texas-land-rush_o,https://cdnassets.hw.net/dims4/GG/f2f39d8/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2Fdf%2F5a%2Fcd43132e4ab0ac4a8b820e6c493d%2Fadobestock-246565520.jpeg
"NONFARM PAYROLL EMPLOYMENT RISES BY 850,000 IN JUNE","Total nonfarm payroll employment rose by 850,000 in June, following increases of 583,000 in May and 269,000 in April, according to the U.S. Bureau of Labor Statistics’ (BLS') latest employment report.",Symone Strong,https://www.builderonline.com/data-analysis/nonfarm-payroll-employment-rises-by-850-000-in-june_o,https://cdnassets.hw.net/dims4/GG/78cca10/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2Fef%2F24%2Fa2c74d49437fa747ca64d9ec00b8%2Fadobestock-180407318.jpg
IS THIS SAN ANTONIO’S BEST-EVER HOUSING MARKET?,"It’s no surprise anymore that the U.S. housing market is hot, and San Antonio is no exception. But, do we dare to say it is the best San Antonio has ever seen?",Jack Inselmann,https://www.builderonline.com/data-analysis/is-this-san-antonios-best-ever-housing-market_o,https://cdnassets.hw.net/dims4/GG/728a9a5/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F9d%2F10%2Fe99516e24623a0201dd06957aab7%2Fproxy-2.jpg
PENDING HOME SALES FORGE AHEAD IN MAY,"Pending home sales recovered in May, reaching the highest reading ever for the month since 2005, according to the National Association of Realtors. The Pending Home Sales Index (PHSI) rose 8% to 114.7, and contract signings increased 13.1% year over year.",No Author name,https://www.builderonline.com/data-analysis/pending-home-sales-forge-ahead-in-may_o,https://cdnassets.hw.net/dims4/GG/ab408c8/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2Fde%2F5a%2Fbcd7526245fda79a49fb2668ba88%2Fproxy-6.jfif
CASE-SHILLER HOME PRICE INDEX REPORTS 14.6% ANNUAL PRICE GAIN IN APRIL,"The S&P CoreLogic Case-Shiller U.S. National Home Price NSA Index rose by 14.6% on an annual basis in April, up from 13.3% in the previous month, according to the latest results of the S&P CoreLogic Case-Shiller Indices.",Mary Salmonsen,https://www.builderonline.com/data-analysis/case-shiller-home-price-index-reports-14-6-annual-price-gain-in-april_o,https://cdnassets.hw.net/dims4/GG/00c63b6/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F31%2F51%2Fbcd14a0041108e6cca9b9b283a2c%2Fadobestock-231258733.jpeg
"MARKET FORCES ARE HAMMERING AFFORDABILITY IN SEATTLE, POLICYMAKERS CAN HELP","Fair or not, the discussion of home affordability throughout Puget Sound usually focuses on those at the bottom rung of economic classes and homelessness. The city of Seattle budget for 2021 includes a record amount of $167 million to combat the ever-growing homeless epidemic. Conversely, we read headlines of affluent tech workers flushed with cash, and untethered to office commutes, turning resort towns to Zoom towns.",Mark Zawistoski,https://www.builderonline.com/data-analysis/market-forces-are-hammering-affordability-in-seattle-policymakers-can-help_o,https://cdnassets.hw.net/dims4/GG/466ba27/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2Fd9%2Fed%2F1cc561334a4a920b1b895902275e%2Fseattle-skyline-houses.jpg
MAY NEW-HOME SALES POST ANOTHER DECLINE,"Sales of new single‐family homes in May were at a seasonally adjusted annual rate of 769,000, according to estimates released by the Census Bureau and the Department of Housing and Urban Development. This is 5.9% below the revised April rate of 817,000 but is 9.2% above the May 2020 estimate of 704,000.",No Author name,https://www.builderonline.com/data-analysis/may-new-home-sales-post-another-decline_o,https://cdnassets.hw.net/dims4/GG/bde5eba/2147483647/resize/300x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F21%2Fbe%2Fbd94055b41ee8d452a9b75bca704%2Fcapture.PNG
BOISE HOUSING MARKET SPARKLES IN THE GEM STATE,"It’s called the “Gem State” for a reason. Idaho by far has some of the most underrated markets across the country, in my opinion. One of the most notable areas within the state is the Boise-Treasure Valley market, which has become one of the most sought-after markets for home buyers and companies across the nation. Not only has the Boise-Treasure Valley market experienced a dramatic increase in out-of-state home buyer activity, many companies have expanded their operations to the market and have helped bolster an already thriving economy.",Eric Allen,https://www.builderonline.com/data-analysis/boise-housing-market-sparkles-in-the-gem-state_o,https://cdnassets.hw.net/dims4/GG/879013a/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2Fe8%2Faa%2F2e8ee40544c3874b1607a7222355%2Fadobestock-54793373.jpeg
EXISTING HOME SALES SLIP 0.9% MONTH OVER MONTH IN MAY,"Existing home sales fell for the fourth consecutive month in May, down 0.9% from April, with a seasonally adjusted annual rate of 5.8 million, according to data from the National Association of Realtors. The last month’s sales decline was slimmer than the previous decline, when existing home sales fell 2.7% from March to April.",Mary Salmonsen,https://www.builderonline.com/data-analysis/existing-home-sales-slip-0-9-month-over-month-in-may_o,https://cdnassets.hw.net/dims4/GG/6b07818/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F16%2Fd2%2F0fc24d2448ada1d60d9148b30a06%2Fproxy-30.jpg
ZONDA’S NEW HOME PSI SEES 32.6% YEAR-OVER-YEAR SPIKE,"Zonda’s New Home Pending Sales Index rose by 32.6% year over year in May to 150.0, in the first recorded measure of the turnaround in pending home sales growth following the housing downturn in March and April 2020. At the same time, the index is falling on a short-term basis, with a 3.6% drop in pending home sales from April to May.",Mary Salmonsen,https://www.builderonline.com/data-analysis/zondas-new-home-psi-sees-32-6-year-over-year-spike_o,https://cdnassets.hw.net/dims4/GG/73bd7ac/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F20%2F90%2Fb5b98aad420b99ab0eb956e35943%2Fadobestock-150000337.jpeg
HOUSING STARTS REBOUND SLIGHTLY IN MAY,"Privately owned housing starts in May were at a seasonally adjusted annual rate of 1,572,000, which is 3.6% above the revised April estimate of 1,517,000 and 50.3% above the May 2020 rate of 1,046,000, according to the latest new residential construction statistics from the U.S. Census Bureau and the Department of Housing and Urban Development.",No Author name,https://www.builderonline.com/data-analysis/housing-starts-rebound-slightly-in-may_o,https://cdnassets.hw.net/dims4/GG/62a8bf8/2147483647/resize/300x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2Fc9%2F62%2Ffe1666dd42fdb1e36fd60cc30bae%2Fcapture.PNG
BUILDER SENTIMENT DROPS AS MATERIAL CHALLENGES CONTINUE,"Ongoing supply and material price challenges have driven the latest NAHB/Wells Fargo Housing Market Index down two points to 81 in June, the lowest reading for the index since August 2020.",Mary Salmonsen,https://www.builderonline.com/data-analysis/builder-sentiment-drops-as-material-challenges-continue_o,https://cdnassets.hw.net/dims4/GG/64bfda7/2147483647/resize/876x876%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F4b%2Fa8%2F1c5ddf3d4e13817aad2ff4ba28eb%2Fadobestock-4043911.jpeg
LOCAL LEADERS 2021 SHOWS WHERE THE TOP 50 NEW-HOME MARKETS STAND BASED ON 2020 CLOSINGS,"At this time last year, new-home construction faced a crisis. The COVID-19 pandemic had disrupted regular operations, new construction and sales had stalled, and the economy was in a deep, sudden recession. BUILDER itself cautioned readers that the housing market had been “thrown into turmoil,” and that 2019’s closing patterns—then the strongest year for the market since the Great Recession—could not fully indicate how home sales would fare in 2020.",Mary Salmonsen,https://www.builderonline.com/data-analysis/local-leaders-2021-shows-where-the-top-50-new-home-markets-stand-based-on-2020-closings_o,None
MILLENNIAL HOME BUYERS IN THE COVID-19 ERA,"Demographic tailwinds are a key reason to be bullish about future housing demand, and no group is more important than millennials. Understanding millennials, defined here as those born between 1980 and 2000, is vital for determining housing demand. Zonda’s economics team has surveyed the cohort for the past five years and provides the findings from the latest report, which covers answers from roughly 1,000 millennial respondents across the U.S. from November 2020 to April 2021.",Ali Wolf,https://www.builderonline.com/data-analysis/millennial-home-buyers-in-the-covid-19-era_o,https://cdnassets.hw.net/dims4/GG/9a912db/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F2e%2F6b%2Fbe826efb4e29ae5eeb3d2bc8ac75%2Fadobestock-53704315.jpeg
"NONFARM PAYROLL EMPLOYMENT RISES BY 559,000; UNEMPLOYMENT DROPS TO 5.8%","Total nonfarm payroll employment rose by 559,000 in May, a marked increase over the previous month’s job gains, according to the Bureau of Labor Statistics’ latest Employment Situation Report. The unemployment rate fell by 0.3 percentage points, down to 5.8%, and the number of unemployed persons fell by 496,000, down to 9.3 million. Both measures are far below their highs in April 2020, but remain elevated from pre-pandemic levels in February 2020—3.5% and 5.7 million, respectively.",Mary Salmonsen,https://www.builderonline.com/data-analysis/nonfarm-payroll-employment-rises-by-559-000-unemployment-drops-to-5-8_o,https://cdnassets.hw.net/dims4/GG/32492ad/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F53%2Fb4%2F0b7126e34f00ba834882b6e91563%2Fhouse-construction-tools-blueprints.jpg
HOT FOR HOUSING IN THE MIDWEST,"Ali Wolf, my colleague and chief economist at Zonda, asked regional directors on a recent market update call to describe our housing markets in one to three words. I currently cover the Midwest region for Zonda and its major housing markets and used the descriptor “hot for the Midwest.” While Chicago, Indianapolis, and the Twin Cities are neither “habanero hot” like Austin nor “blistering” like Denver, the Midwest is certainly holding its own during the current housing boom. A housing supply shortage, narrowing new-to-resale home price gap, and favorable interest rates are fueling demand from move-up and entry-level buyers and fostering growth in the Midwest not experienced since the Great Recession of 2007 through 2009.",Danielle Leach,https://www.builderonline.com/data-analysis/hot-for-housing-in-the-midwest_o,https://cdnassets.hw.net/dims4/GG/2314efb/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F56%2Fcb%2Fa474e7ff40629cbfc7ff25a18ced%2Fproxy-46.jpg
